title,description,price,true_shop_type
Modern formal trouser,High-quality formal trouser suited for everyday and festive use. Price: BDT 1272.,1272,clothing
Modern formal trouser,High-quality formal trouser suited for everyday and festive use. Price: BDT 1586.,1586,clothing
Bestseller formal trouser,High-quality formal trouser suited for everyday and festive use. Price: BDT 1486.,1486,clothing
Soft formal trouser,High-quality formal trouser suited for everyday and festive use. Price: BDT 1173.,1173,clothing
Everyday formal trouser,High-quality formal trouser suited for everyday and festive use. Price: BDT 1316.,1316,clothing
Limited Edition formal trouser,High-quality formal trouser suited for everyday and festive use. Price: BDT 1619.,1619,clothing
Warm formal trouser,High-quality formal trouser suited for everyday and festive use. Price: BDT 2132.,2132,clothing
Handmade formal trouser,High-quality formal trouser suited for everyday and festive use. Price: BDT 2002.,2002,clothing
Branded formal trouser,High-quality formal trouser suited for everyday and festive use. Price: BDT 2067.,2067,clothing
Limited Edition formal trouser,High-quality formal trouser suited for everyday and festive use. Price: BDT 1761.,1761,clothing
Fresh matching blouse,High-quality matching blouse suited for everyday and festive use. Price: BDT 458.,458,clothing
Modern matching blouse,High-quality matching blouse suited for everyday and festive use. Price: BDT 404.,404,clothing
Warm matching blouse,High-quality matching blouse suited for everyday and festive use. Price: BDT 844.,844,clothing
Designer matching blouse,High-quality matching blouse suited for everyday and festive use. Price: BDT 852.,852,clothing
Warm matching blouse,High-quality matching blouse suited for everyday and festive use. Price: BDT 544.,544,clothing
Elegant matching blouse,High-quality matching blouse suited for everyday and festive use. Price: BDT 494.,494,clothing
Luxury matching blouse,High-quality matching blouse suited for everyday and festive use. Price: BDT 437.,437,clothing
Handmade matching blouse,High-quality matching blouse suited for everyday and festive use. Price: BDT 467.,467,clothing
Cotton matching blouse,High-quality matching blouse suited for everyday and festive use. Price: BDT 660.,660,clothing
Luxury matching blouse,High-quality matching blouse suited for everyday and festive use. Price: BDT 466.,466,clothing
Handmade matching blouse,High-quality matching blouse suited for everyday and festive use. Price: BDT 582.,582,clothing
Embroidered matching blouse,High-quality matching blouse suited for everyday and festive use. Price: BDT 532.,532,clothing
Designer matching blouse,High-quality matching blouse suited for everyday and festive use. Price: BDT 729.,729,clothing
Stylish matching blouse,High-quality matching blouse suited for everyday and festive use. Price: BDT 887.,887,clothing
Luxury matching blouse,High-quality matching blouse suited for everyday and festive use. Price: BDT 497.,497,clothing
Handmade matching blouse,High-quality matching blouse suited for everyday and festive use. Price: BDT 547.,547,clothing
Traditional matching blouse,High-quality matching blouse suited for everyday and festive use. Price: BDT 772.,772,clothing
Everyday matching blouse,High-quality matching blouse suited for everyday and festive use. Price: BDT 504.,504,clothing
Embroidered matching blouse,High-quality matching blouse suited for everyday and festive use. Price: BDT 751.,751,clothing
Everyday matching blouse,High-quality matching blouse suited for everyday and festive use. Price: BDT 450.,450,clothing
Limited Edition bridal lehenga,High-quality bridal lehenga suited for everyday and festive use. Price: BDT 7034.,7034,clothing
Organic bridal lehenga,High-quality bridal lehenga suited for everyday and festive use. Price: BDT 13736.,13736,clothing
Cotton bridal lehenga,High-quality bridal lehenga suited for everyday and festive use. Price: BDT 8926.,8926,clothing
Embroidered bridal lehenga,High-quality bridal lehenga suited for everyday and festive use. Price: BDT 13776.,13776,clothing
Premium bridal lehenga,High-quality bridal lehenga suited for everyday and festive use. Price: BDT 12883.,12883,clothing
Premium bridal lehenga,High-quality bridal lehenga suited for everyday and festive use. Price: BDT 14811.,14811,clothing
Cotton bridal lehenga,High-quality bridal lehenga suited for everyday and festive use. Price: BDT 9869.,9869,clothing
Festive bridal lehenga,High-quality bridal lehenga suited for everyday and festive use. Price: BDT 8295.,8295,clothing
Everyday bridal lehenga,High-quality bridal lehenga suited for everyday and festive use. Price: BDT 12663.,12663,clothing
Traditional bridal lehenga,High-quality bridal lehenga suited for everyday and festive use. Price: BDT 14844.,14844,clothing
Soft bridal lehenga,High-quality bridal lehenga suited for everyday and festive use. Price: BDT 13089.,13089,clothing
Everyday bridal lehenga,High-quality bridal lehenga suited for everyday and festive use. Price: BDT 12503.,12503,clothing
Handmade bridal lehenga,High-quality bridal lehenga suited for everyday and festive use. Price: BDT 8624.,8624,clothing
Exclusive bridal lehenga,High-quality bridal lehenga suited for everyday and festive use. Price: BDT 7020.,7020,clothing
Festive bridal lehenga,High-quality bridal lehenga suited for everyday and festive use. Price: BDT 10982.,10982,clothing
Embroidered bridal lehenga,High-quality bridal lehenga suited for everyday and festive use. Price: BDT 10236.,10236,clothing
Warm bridal lehenga,High-quality bridal lehenga suited for everyday and festive use. Price: BDT 14427.,14427,clothing
Lightweight bridal lehenga,High-quality bridal lehenga suited for everyday and festive use. Price: BDT 10759.,10759,clothing
Exclusive bridal lehenga,High-quality bridal lehenga suited for everyday and festive use. Price: BDT 11541.,11541,clothing
Premium bridal lehenga,High-quality bridal lehenga suited for everyday and festive use. Price: BDT 7826.,7826,clothing
Silk winter cap,High-quality winter cap suited for everyday and festive use. Price: BDT 305.,305,clothing
Elegant winter cap,High-quality winter cap suited for everyday and festive use. Price: BDT 500.,500,clothing
Elegant winter cap,High-quality winter cap suited for everyday and festive use. Price: BDT 461.,461,clothing
Premium winter cap,High-quality winter cap suited for everyday and festive use. Price: BDT 415.,415,clothing
Designer winter cap,High-quality winter cap suited for everyday and festive use. Price: BDT 276.,276,clothing
Lightweight winter cap,High-quality winter cap suited for everyday and festive use. Price: BDT 331.,331,clothing
Designer winter cap,High-quality winter cap suited for everyday and festive use. Price: BDT 499.,499,clothing
Lightweight winter cap,High-quality winter cap suited for everyday and festive use. Price: BDT 474.,474,clothing
Casual winter cap,High-quality winter cap suited for everyday and festive use. Price: BDT 452.,452,clothing
Exclusive winter cap,High-quality winter cap suited for everyday and festive use. Price: BDT 314.,314,clothing
Exclusive winter cap,High-quality winter cap suited for everyday and festive use. Price: BDT 322.,322,clothing
Limited Edition winter cap,High-quality winter cap suited for everyday and festive use. Price: BDT 347.,347,clothing
Warm winter cap,High-quality winter cap suited for everyday and festive use. Price: BDT 305.,305,clothing
Traditional winter cap,High-quality winter cap suited for everyday and festive use. Price: BDT 330.,330,clothing
Everyday winter cap,High-quality winter cap suited for everyday and festive use. Price: BDT 388.,388,clothing
Bestseller winter cap,High-quality winter cap suited for everyday and festive use. Price: BDT 344.,344,clothing
Branded winter cap,High-quality winter cap suited for everyday and festive use. Price: BDT 422.,422,clothing
Branded winter cap,High-quality winter cap suited for everyday and festive use. Price: BDT 339.,339,clothing
Everyday winter cap,High-quality winter cap suited for everyday and festive use. Price: BDT 364.,364,clothing
Luxury winter cap,High-quality winter cap suited for everyday and festive use. Price: BDT 324.,324,clothing
Premium scarf,High-quality scarf suited for everyday and festive use. Price: BDT 324.,324,clothing
Luxury scarf,High-quality scarf suited for everyday and festive use. Price: BDT 443.,443,clothing
Organic scarf,High-quality scarf suited for everyday and festive use. Price: BDT 426.,426,clothing
Designer scarf,High-quality scarf suited for everyday and festive use. Price: BDT 451.,451,clothing
Warm scarf,High-quality scarf suited for everyday and festive use. Price: BDT 247.,247,clothing
Imported scarf,High-quality scarf suited for everyday and festive use. Price: BDT 489.,489,clothing
Exclusive scarf,High-quality scarf suited for everyday and festive use. Price: BDT 326.,326,clothing
Modern scarf,High-quality scarf suited for everyday and festive use. Price: BDT 355.,355,clothing
Traditional scarf,High-quality scarf suited for everyday and festive use. Price: BDT 378.,378,clothing
Everyday scarf,High-quality scarf suited for everyday and festive use. Price: BDT 376.,376,clothing
Imported scarf,High-quality scarf suited for everyday and festive use. Price: BDT 304.,304,clothing
Exclusive scarf,High-quality scarf suited for everyday and festive use. Price: BDT 384.,384,clothing
Cotton scarf,High-quality scarf suited for everyday and festive use. Price: BDT 311.,311,clothing
Cotton scarf,High-quality scarf suited for everyday and festive use. Price: BDT 450.,450,clothing
Embroidered scarf,High-quality scarf suited for everyday and festive use. Price: BDT 475.,475,clothing
Designer scarf,High-quality scarf suited for everyday and festive use. Price: BDT 377.,377,clothing
Limited Edition scarf,High-quality scarf suited for everyday and festive use. Price: BDT 404.,404,clothing
Embroidered scarf,High-quality scarf suited for everyday and festive use. Price: BDT 253.,253,clothing
Cotton scarf,High-quality scarf suited for everyday and festive use. Price: BDT 301.,301,clothing
Warm scarf,High-quality scarf suited for everyday and festive use. Price: BDT 235.,235,clothing
Luxury salwar set,High-quality salwar set suited for everyday and festive use. Price: BDT 1510.,1510,clothing
Luxury salwar set,High-quality salwar set suited for everyday and festive use. Price: BDT 1661.,1661,clothing
Imported salwar set,High-quality salwar set suited for everyday and festive use. Price: BDT 1684.,1684,clothing
Modern salwar set,High-quality salwar set suited for everyday and festive use. Price: BDT 2149.,2149,clothing
Imported salwar set,High-quality salwar set suited for everyday and festive use. Price: BDT 2188.,2188,clothing
Fresh salwar set,High-quality salwar set suited for everyday and festive use. Price: BDT 1594.,1594,clothing
Casual salwar set,High-quality salwar set suited for everyday and festive use. Price: BDT 1609.,1609,clothing
Traditional salwar set,High-quality salwar set suited for everyday and festive use. Price: BDT 1351.,1351,clothing
Soft salwar set,High-quality salwar set suited for everyday and festive use. Price: BDT 1383.,1383,clothing
Lightweight salwar set,High-quality salwar set suited for everyday and festive use. Price: BDT 1607.,1607,clothing
Designer salwar set,High-quality salwar set suited for everyday and festive use. Price: BDT 1980.,1980,clothing
